ENTRY,NAME,FORMULA,MASS,M.plus.H,M.minus.H,Biofluid
HMDB04667 , 13S-hydroxyoctadecadienoic acid , C18H32O3,296.235,297.242276,295.227724,Blood; Cerebrospinal Fluid; Urine
HMDB10204 ," 14,15-DiHETE ", C20H32O4,336.23,337.237276,335.222724,Blood
HMDB02265 ," 14,15-DiHETrE ", C20H34O4,338.246,339.253276,337.238724,Blood; Cerebrospinal Fluid
HMDB10205 ," 14,15-EpETE ", C20H30O3,318.219,319.226276,317.211724,Blood
HMDB04264 ," 14,15-Epoxy-5,8,11-eicosatrienoic acid ", C20H32O3,320.235,321.242276,319.227724,Blood; Cerebrospinal Fluid
HMDB12580 , 14-hydroxy-E4-neuroprostane , C22H31O5,375.217,376.224276,374.209724,Not Available
HMDB02283 ," 14R,15S-EpETrE ", C20H32O3,320.235,321.242276,319.227724,Blood; Cerebrospinal Fluid
HMDB10206 , 15(16)-EpODE , C18H30O3,294.219,295.226276,293.211724,Blood
HMDB03876 , 15(S)-HETE , C20H32O3,320.235,321.242276,319.227724,Blood; Cerebrospinal Fluid; Urine
HMDB04244 , 15(S)-HPETE , C20H32O4,336.23,337.237276,335.222724,Not Available
HMDB05045 , 15(S)-Hydroxyeicosatrienoic acid , C20H34O3,322.251,323.258276,321.243724,Blood
HMDB10208 ," 15,16-DiHODE ", C18H32O4,312.23,313.237276,311.222724,Blood
HMDB05079 ," 15-Deoxy-d-12,14-PGJ2 ", C20H28O3,316.204,317.211276,315.196724,Blood; Urine
HMDB12587 , 15-Epi-lipoxin A4 , C20H31O5,351.217,352.224276,350.209724,Not Available
HMDB12588 , 15-Epi-lipoxin B5 , C20H29O5,349.202,350.209276,348.194724,Not Available
HMDB05050 ," 15H-11,12-EETA ", C20H32O4,336.23,337.237276,335.222724,Not Available
HMDB10209 , 15-HEPE , C20H30O3,318.219,319.226276,317.211724,Blood
HMDB10353 ," 15-hydroxynorandrostene-3,17-dione glucuronide ", C24H32O9,464.205,465.212276,463.197724,Not Available
HMDB10210 , 15-KETE , C20H30O3,318.219,319.226276,317.211724,Blood; Cerebrospinal Fluid
HMDB01244 ," 15-Keto-13,14-dihydroprostaglandin A2 ", C20H30O4,334.214,335.221276,333.206724,Blood
HMDB03175 , 15-Keto-prostaglandin E2 , C20H30O5,350.209,351.216276,349.201724,Blood
HMDB04240 , 15-Keto-prostaglandin F2a , C20H32O5,352.225,353.232276,351.217724,Blood
HMDB12590 , 15-Oxo-lipoxin A4 , C20H29O5,349.202,350.209276,348.194724,Not Available
HMDB13621 , 16(17)-EpDPE , C22H32O3,344.235,345.242276,343.227724,Blood
HMDB04680 , 16(R)-HETE , C20H32O3,320.235,321.242276,319.227724,Blood
HMDB12593 , 16(S)-hydroxy-18-oxo-18-CoA-LTE4 , C42H62N8O23P3S2,1203.258,1204.265276,1202.250724,Not Available
HMDB00431 ," 16,17-Epiestriol ", C18H24O3,288.173,289.180276,287.165724,Not Available
HMDB12594 ," 16,18-Oxo-18-CoA-dinor-LTE4 ", C42H60N8O23P3S2,1201.243,1202.250276,1200.235724,Not Available
HMDB06774 ," 16a-Hydroxyandrost-4-ene-3,17-dione ", C19H26O3,302.188,303.195276,301.180724,Not Available
HMDB00352 , 16a-Hydroxydehydroisoandrosterone , C19H28O3,304.204,305.211276,303.196724,Urine
HMDB00335 , 16a-Hydroxyestrone , C18H22O3,286.157,287.164276,285.149724,Blood
HMDB00315 , 16-a-Hydroxypregnenolone , C21H32O3,332.235,333.242276,331.227724,Blood; Urine
HMDB10354 ," 16-alpha,17-beta-estriol 17-beta-D-glucuronide ", C24H32O9,464.205,465.212276,463.197724,Not Available
HMDB13156 , 16-alpha-Hydroxyandrosterone , C19H30O3,306.219,307.226276,305.211724,Not Available
HMDB00347 , 16b-Hydroxyestradiol , C18H24O3,288.173,289.180276,287.165724,Not Available
HMDB00313 , 16b-Hydroxyestrone , C18H22O3,286.157,287.164276,285.149724,Not Available
HMDB03166 , 16b-Hydroxystanozolol , C21H32N2O2,344.246,345.253276,343.238724,Not Available
HMDB00995 , 16-Dehydroprogesterone , C21H28O2,312.209,313.216276,311.201724,Not Available
HMDB12597 , 16E-18-Oxo-18-CoA-dinor-LTE4 , C42H60N8O22P3S2,1185.248,1186.255276,1184.240724,Not Available
HMDB06294 , 16-hydroxy hexadecanoic acid , C16H31O3,271.227,272.234276,270.219724,Not Available
HMDB00406 , 16-Ketoestradiol , C18H22O3,286.157,287.164276,285.149724,Not Available
HMDB00322 , 16-Oxoandrostenediol , C19H28O3,304.204,305.211276,303.196724,Not Available
HMDB00372 , 16-Oxoestrone , C18H20O3,284.141,285.148276,283.133724,Not Available
HMDB10211 ," 17,18-DiHETE ", C20H32O4,336.23,337.237276,335.222724,Blood
HMDB10212 ," 17,18-EpETE ", C20H30O3,318.219,319.226276,317.211724,Blood
HMDB06764 ," 17a,20a-Dihydroxycholesterol ", C27H46O3,418.345,419.352276,417.337724,Not Available
HMDB06758 ," 17a,21-Dihydroxy-5b-pregnane-3,11,20-trione ", C21H30O5,362.209,363.216276,361.201724,Not Available
HMDB06762 ," 17a,21-Dihydroxypreg-nenolone ", C21H32O4,348.23,349.237276,347.222724,Not Available
HMDB00429 , 17a-Estradiol , C18H24O2,272.178,273.185276,271.170724,Blood; Urine
HMDB01926 , 17a-Ethynylestradiol , C20H24O2,296.178,297.185276,295.170724,Blood
HMDB00363 , 17a-Hydroxypregnenolone , C21H32O3,332.235,333.242276,331.227724,Blood
HMDB11653 ," 17-alpha,20-alpha-Dihydroxypregn-4-en-3-one ", C21H32O3,332.235,333.242276,331.227724,Not Available
HMDB10322 , 17-alpha-estradiol-3-glucuronide , C24H32O8,448.21,449.217276,447.202724,Not Available
HMDB10358 , 17-beta-estradiol 3-sulfate-17-(beta-D-glucuronide) , C24H32O11S,528.167,529.174276,527.159724,Not Available
HMDB10317 , 17-beta-estradiol glucuronide , C24H32O8,448.21,449.217276,447.202724,Not Available
HMDB06224 , 17-beta-estradiol-3-glucuronide , C24H32O8,448.21,449.217276,447.202724,Urine
HMDB00356 , 17-Epiestriol , C18H24O3,288.173,289.180276,287.165724,Not Available
HMDB10213 , 17-HDoHE , C22H32O3,344.235,345.242276,343.227724,Blood
HMDB12598 , 17-HETE , C20H31O3,319.227,320.234276,318.219724,Blood
HMDB10359 , 17-hydroxyandrostane-3-glucuronide , C25H40O8,468.272,469.279276,467.264724,Not Available
HMDB12601 , 17-hydroxy-E4-neuroprostane , C22H31O5,375.217,376.224276,374.209724,Not Available
HMDB11108 , 17-Hydroxylinolenic acid , C18H30O3,294.219,295.226276,293.211724,Not Available
HMDB00416 , 17-Hydroxypregnenolone sulfate , C21H32O6S,412.192,413.199276,411.184724,Blood
HMDB00374 , 17-Hydroxyprogesterone , C21H30O3,330.219,331.226276,329.211724,Blood; Saliva; Urine
HMDB12605 , 18(R)-Hydroxy-20-oxo-20-CoA-LTE4 , C44H64N8O23P3S2,1229.274,1230.281276,1228.266724,Not Available
HMDB12606 ," 18,20-Dioxo-20-CoA-leukotriene B4 ", C41H57N7O22P3S,1124.249,1125.256276,1123.241724,Not Available
HMDB12607 , 18-Carboxy-dinor-LTE4 , C21H29NO7S,439.166,440.173276,438.158724,Not Available
HMDB12608 , 18-CoA-18-oxo-dinorleukotriene B4 , C39H55N7O21P3S,1082.238,1083.245276,1081.230724,Not Available
HMDB12609 , 18E-20-oxo-20-CoA-LTB4 , C41H57N7O21P3S,1108.254,1109.261276,1107.246724,Not Available
HMDB12610 , 18E-20-Oxo-20-CoA-LTE4 , C44H62N8O22P3S2,1211.263,1212.270276,1210.255724,Not Available
HMDB13157 , 18-Hydroxy-11-dehydrotetrahydrocorticosterone , C21H32O5,364.225,365.232276,363.217724,Not Available
HMDB06245 , 18-Hydroxyarachidonic acid , C20H32O3,320.235,321.242276,319.227724,Blood
HMDB00319 , 18-Hydroxycorticosterone , C21H30O5,362.209,363.216276,361.201724,Blood
HMDB00418 , 18-Hydroxycortisol , C21H30O6,378.204,379.211276,377.196724,Blood; Urine
HMDB00332 , 18-Oxocortisol , C21H28O6,376.189,377.196276,375.181724,Blood
HMDB12611 , 18R-HEPE , C20H29O3,317.212,318.219276,316.204724,Blood
HMDB13620 , 19(20)-EpDPE , C22H32O3,344.235,345.242276,343.227724,Not Available
HMDB11136 , 19(S)-HETE , C20H32O3,320.235,321.242276,319.227724,Not Available
HMDB10214 ," 19,20-DiHDPA ", C22H34O4,362.246,363.253276,361.238724,Blood
HMDB03955 ," 19-Hydroxyandrost-4-ene-3,17-dione ", C19H26O3,302.188,303.195276,301.180724,Blood
HMDB12612 , 19-Hydroxydeoxycorticosterone , C21H30O4,346.214,347.221276,345.206724,Not Available
HMDB01908 , 19-Hydroxy-PGE2 , C20H32O6,368.22,369.227276,367.212724,Not Available
HMDB06769 , 19-Hydroxytestosterone , C19H28O3,304.204,305.211276,303.196724,Not Available
HMDB04590 , 19-Nor-5-androstenediol , C18H28O2,276.209,277.216276,275.201724,Not Available
HMDB02697 , 19-Norandrosterone , C18H28O2,276.209,277.216276,275.201724,Blood; Urine
HMDB05886 , 19-Noretiocholanolone , C18H28O2,276.209,277.216276,275.201724,Urine
HMDB12613 , 19-oic-deoxycorticosterone , C21H27O5,359.186,360.193276,358.178724,Not Available
HMDB06768 ," 19-Oxoandrost-4-ene-3,17-dione ", C19H24O3,300.173,301.180276,299.165724,Not Available
HMDB12614 , 19-Oxo-deoxycorticosterone , C21H28O4,344.199,345.206276,343.191724,Not Available
HMDB03959 , 19-Oxotestosterone , C19H28O2,288.209,289.216276,287.201724,Not Available
HMDB06227 ," 1-a,24R,25-Trihydroxyvitamin D2 ", C28H44O4,444.324,445.331276,443.316724,Not Available
HMDB12136 , 1-Amino-propan-2-ol , C3H9NO,75.068,76.075276,74.060724,Not Available
HMDB00326 ," 1b,3a,12a-Trihydroxy-5b-cholanoic acid ", C24H40O5,408.288,409.295276,407.280724,Blood; Urine
HMDB00414 ," 1b,3a,7a-Trihydroxy-5b-cholanoic acid ", C24H40O5,408.288,409.295276,407.280724,Not Available
HMDB13158 ," 1b,3a,7b-Trihydroxy-5b-cholanoic acid ", C24H40O6,424.283,425.290276,423.275724,Not Available
HMDB04087 ," 1-Benzyl-1,2,3,4-tetrahydroisoquinoline ", C16H17N,223.136,224.143276,222.128724,Cerebrospinal Fluid
HMDB00307 , 1b-Hydroxycholic acid , C24H40O6,424.283,425.290276,423.275724,Not Available
HMDB04327 , 1-Butanol , C4H10O,74.073,75.080276,73.065724,Blood
HMDB01292 , 1-Deoxy-D-xylulose , C5H10O4,134.058,135.065276,133.050724,Not Available
HMDB01213 , 1-Deoxy-D-xylulose 5-phosphate , C5H11O7P,214.024,215.031276,213.016724,Not Available
HMDB12494 , 1-Diphosinositol pentakisphosphate , C6H19O27P7,739.828,740.835276,738.820724,Not Available
HMDB01187 ," 1D-Myo-inositol 1,3,4,6-tetrakisphosphate ", C6H16O18P4,499.929,500.936276,498.921724,Not Available
HMDB06234 ," 1D-Myo-inositol 1,3-bisphosphate ", C6H14O12P2,339.996,341.003276,338.988724,Not Available
HMDB04527 ," 1D-Myo-inositol 1,4,5,6-tetrakisphosphate ", C6H16O18P4,499.929,500.936276,498.921724,Not Available
HMDB00968 ," 1D-Myo-inositol 1,4-bisphosphate ", C6H14O12P2,339.996,341.003276,338.988724,Not Available
HMDB06235 ," 1D-Myo-inositol 3,4-bisphosphate ", C6H14O12P2,339.996,341.003276,338.988724,Not Available
HMDB06814 , 1D-myo-Inositol 3-phosphate , C6H13O9P,260.03,261.037276,259.022724,Not Available
HMDB03424 , 1-Hexadecanol , C16H34O,242.261,243.268276,241.253724,Not Available
HMDB12971 , 1-Hexanol , C6H14O,102.104,103.111276,101.096724,Not Available
HMDB13642 , 1-hydroxy-2-Oxopropyl tetrahydropterin , C9H13N5O3,239.102,240.109276,238.094724,Not Available
HMDB13139 , 1-Hydroxypyrene , C16H12O,220.089,221.096276,219.081724,Not Available
HMDB11729 , 1-Kestose , C18H32O16,504.169,505.176276,503.161724,Prostate Tissue
HMDB12496 , 1-Lyso-2-arachidonoyl-phosphatidate , C23H37O7P,456.228,457.235276,455.220724,Not Available
HMDB11599 , 1-Methyladenine , C6H7N5,149.07,150.077276,148.062724,Urine
HMDB03331 , 1-Methyladenosine , C11H15N5O4,281.112,282.119276,280.104724,Blood; Urine
HMDB03282 , 1-Methylguanine , C6H7N5O,165.065,166.072276,164.057724,Not Available
HMDB01563 , 1-Methylguanosine , C11H15N5O5,297.107,298.114276,296.099724,Blood; Urine
HMDB00898 , 1-Methylhistamine , C6H11N3,125.095,126.102276,124.087724,Blood; Cerebrospinal Fluid; Urine
HMDB00001 , 1-Methylhistidine , C7H11N3O2,169.085,170.092276,168.077724,Blood; Cerebrospinal Fluid; Saliva; Urine
HMDB13141 , 1-Methylhypoxanthine , C6H6N4O,150.054,151.061276,149.046724,Not Available
HMDB02721 , 1-Methylinosine , C11H14N4O5,282.096,283.103276,281.088724,Blood; Urine
HMDB00699 , 1-Methylnicotinamide , C7H9N2O,137.071,138.078276,136.063724,Blood; Urine
HMDB01464 , 1-Methylnicotinamide iodide , C7H9IN2O,263.976,264.983276,262.968724,Not Available
HMDB03099 , 1-Methyluric acid , C6H6N4O3,182.044,183.051276,181.036724,Amniotic Fluid; Urine
HMDB10738 , 1-Methylxanthine , C6H6N4O2,166.049,167.056276,165.041724,Urine
HMDB12138 , 1-Naphthol , C10H8O,144.058,145.065276,143.050724,Urine
HMDB13036 , 1-Pentanol , C5H12O,88.089,89.096276,87.081724,Not Available
HMDB02017 , 1-Phenylethylamine , C8H11N,121.089,122.096276,120.081724,Blood; Cerebrospinal Fluid; Urine
HMDB03850 , 1-Phosphatidyl-1D-myo-inositol 3-phosphate , C11H20O16P2,470.023,471.030276,469.015724,Not Available
HMDB06953 , 1-Phosphatidyl-D-myo-inositol , C11H19O13P,390.056,391.063276,389.048724,Not Available
HMDB12497 , 1-pyrroline , C4H7N,69.058,70.065276,68.050724,Not Available
HMDB06875 , 1-Pyrroline-2-carboxylic acid , C5H7NO2,113.048,114.055276,112.040724,Not Available
HMDB02234 , 1-Pyrroline-4-hydroxy-2-carboxylate , C5H7NO3,129.043,130.050276,128.035724,Not Available
HMDB01301 , 1-Pyrroline-5-carboxylic acid , C5H7NO2,113.048,114.055276,112.040724,Not Available
HMDB10313 , 1-Salicylate glucuronide , C13H14O9,314.064,315.071276,313.056724,Not Available
HMDB13113 , 1-Undecanol , C11H24O,172.183,173.190276,171.175724,Not Available
HMDB11654 , 2-(3-Carboxy-3-(methylammonio)propyl)-L-histidine , C11H19N4O4,271.141,272.148276,270.133724,Not Available
HMDB11655 , 2-(3-Carboxy-3-aminopropyl)-L-histidine , C10H16N4O4,256.117,257.124276,255.109724,Not Available
HMDB02278 ," 2-(acetylamino)-1,5-anhydro-2-deoxy-3-O-b-D-galactopyranosyl-D-arabino-Hex-1-enitol ", C14H23NO10,365.132,366.139276,364.124724,Not Available
HMDB02282 ," 2-(acetylamino)-1,5-anhydro-2-deoxy-4-O-b-D-galactopyranosyl-D-arabino-Hex-1-enitol ", C14H23NO10,365.132,366.139276,364.124724,Not Available
HMDB03904 , 2-(a-Hydroxyethyl)thiamine diphosphate , C14H23N4O8P2S,469.071,470.078276,468.063724,Not Available
HMDB06211 , 2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine , C6H12N3O8P,285.036,286.043276,284.028724,Not Available
HMDB01189 , 2(N)-Methyl-norsalsolinol , C10H13NO2,179.095,180.102276,178.087724,Not Available
HMDB00368 , 2(R)-Hydroxyadipic acid , C6H10O5,162.053,163.060276,161.045724,Not Available
HMDB02074 ," 2,2-Dimethylsuccinic acid ", C6H10O4,146.058,147.065276,145.050724,Not Available
HMDB03156 ," 2,3-Butanediol ", C4H10O2,90.068,91.075276,89.060724,Blood
HMDB02006 ," 2,3-Diaminopropionic acid ", C3H8N2O2,104.059,105.066276,103.051724,Not Available
HMDB13159 ," 2,3-Diaminosalicylic acid ", C7H8N2O3,168.053,169.060276,167.045724,Not Available
HMDB00421 ," 2,3-Dihydroxyvaleric acid ", C5H10O4,134.058,135.065276,133.050724,Not Available
HMDB06511 ," 2,3-Diketo-L-gulonate ", C6H8O7,192.027,193.034276,191.019724,Not Available
HMDB02025 ," 2,3-Dimethyl-3-hydroxyglutaric acid ", C7H12O5,176.068,177.075276,175.060724,Not Available
HMDB02277 ," 2,3-Dinor-6-keto-prostaglandin F1 a ", C18H30O6,342.204,343.211276,341.196724,Blood; Urine
HMDB02904 ," 2,3-Dinor-TXB2 ", C18H30O6,342.204,343.211276,341.196724,Urine
HMDB01294 ," 2,3-Diphosphoglyceric acid ", C3H8O10P2,265.959,266.966276,264.951724,Blood; Cellular Cytoplasm
HMDB06558 ," 2,3-Epoxyaflatoxin B1 ", C17H12O7,328.058,329.065276,327.050724,Not Available
HMDB11656 ," 2,4,7,10,13,16,19-Docosaheptaenoyl-CoA ", C43H64N7O17P3S,1075.329,1076.336276,1074.321724,Not Available
HMDB01168 ," 2,4-Decadienoyl-CoA ", C31H50N7O17P3S,917.22,918.227276,916.212724,Not Available
HMDB02128 ," 2,4-Diamino-6-hydroxypyrimidine ", C4H6N4O,126.054,127.061276,125.046724,Not Available
HMDB02362 ," 2,4-Diaminobutyric acid ", C4H10N2O2,118.074,119.081276,117.066724,Not Available
HMDB04811 ," 2,4-Dichlorophenol ", C6H4Cl2O,161.964,162.971276,160.956724,Urine
HMDB00360 ," 2,4-Dihydroxybutanoic acid ", C4H8O4,120.042,121.049276,119.034724,Blood; Urine
HMDB06200 ," 2,4-Dihydroxy-nitrophenol ", C6H5NO4,155.022,156.029276,154.014724,Not Available
HMDB06823 ," 2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine ", C9H18N5O14P3,513.006,514.013276,511.998724,Not Available
HMDB06821 ," 2,5-Diaminopyrimidine nucleoside triphosphate ", C9H18N5O14P3,513.006,514.013276,511.998724,Not Available
HMDB04812 ," 2,5-Furandicarboxylic acid ", C6H4O5,156.006,157.013276,154.998724,Urine
HMDB06320 ," 2,6 dimethylheptanoyl carnitine ", C16H31NO4,301.225,302.232276,300.217724,Not Available
HMDB02221 ," 2,6,10-Trimethylundecanoic acid ", C14H28O2,228.209,229.216276,227.201724,Not Available
HMDB11657 ," 2,6-Diamino-4-hydroxy-5-N-methylformamidopyrimidine ", C6H9N5O2,183.076,184.083276,182.068724,Not Available
HMDB06258 ," 2,6-Dimethylheptanoyl-CoA ", C30H48N7O17P3S,903.204,904.211276,902.196724,Not Available
HMDB00401 ," 2,8-Dihydroxyadenine ", C5H5N5O2,167.044,168.051276,166.036724,Not Available
HMDB11658 ," 2,8-Dihydroxyquinoline-beta-D-glucuronide ", C15H15NO8,337.08,338.087276,336.072724,Not Available
HMDB06763 ," 20a,22b-Dihydroxycholesterol ", C27H46O3,418.345,419.352276,417.337724,Not Available
HMDB03069 , 20a-Dihydroprogesterone , C21H32O2,316.24,317.247276,315.232724,Blood
HMDB06283 , 20alpha-Hydroxycholesterol , C27H46O2,402.35,403.357276,401.342724,Not Available
HMDB06059 , 20-Carboxyleukotriene B4 , C20H30O6,366.204,367.211276,365.196724,Cerebrospinal Fluid; Urine
HMDB12631 , 20-CoA-20-oxo-18R-hydroxyleucotriene B4 , C41H59N7O22P3S,1126.265,1127.272276,1125.257724,Not Available
HMDB12632 , 20-CoA-20-oxo-leukotriene B4 , C41H59N7O21P3S,1110.27,1111.277276,1109.262724,Not Available
HMDB12633 ," 20-COOH-10,11-dihydro-LTB4 ", C20H30O6,366.204,367.211276,365.196724,Not Available
HMDB12634 , 20-COOH-leukotriene E4 , C23H33NO7S,467.198,468.205276,466.190724,Not Available
HMDB12635 , 20-dihydroxyleukotriene B4 , C20H31O6,367.212,368.219276,366.204724,Not Available
HMDB13630 , 20-HETE ethanolamide , C22H37NO3,363.277,364.284276,362.269724,Not Available
HMDB12638 , 20-hydroxy-E4-neuroprostane , C22H31O5,375.217,376.224276,374.209724,Not Available
HMDB05998 , 20-Hydroxyeicosatetraenoic acid , C20H32O3,320.235,321.242276,319.227724,Blood; Cerebrospinal Fluid; Urine
HMDB01509 , 20-Hydroxy-leukotriene B4 , C20H32O5,352.225,353.232276,351.217724,Blood; Cerebrospinal Fluid; Urine
HMDB12639 , 20-Hydroxy-leukotriene E4 , C23H37NO6S,455.234,456.241276,454.226724,Not Available
HMDB03247 , 20-Hydroxy-PGE2 , C20H32O6,368.22,369.227276,367.212724,Not Available
HMDB04049 , 20-Hydroxy-PGF2a , C20H34O6,370.236,371.243276,369.228724,Not Available
HMDB12641 , 20-oxo-leukotriene B4 , C20H29O5,349.202,350.209276,348.194724,Not Available
HMDB12642 , 20-Oxo-leukotriene E4 , C23H34NO6S,452.211,453.218276,451.203724,Not Available
HMDB12643 , 20-Trihydroxy-leukotriene-B4 , C20H31O7,383.207,384.214276,382.199724,Not Available
HMDB04030 , 21-Deoxycortisol , C21H30O4,346.214,347.221276,345.206724,Blood
HMDB06756 ," 21-Hydroxy-5b-pregnane-3,11,20-trione ", C21H30O4,346.214,347.221276,345.206724,Not Available
HMDB04026 , 21-Hydroxypregnenolone , C21H32O3,332.235,333.242276,331.227724,Urine
HMDB04035 , 22b-Hydroxycholesterol , C27H46O2,402.35,403.357276,401.342724,Not Available
HMDB06720 ," 23S,25-dihydroxyvitamin D3 ", C27H44O3,416.329,417.336276,415.321724,Not Available
HMDB06839 ," 24,25-Dihydrolanosterol ", C30H52O,428.402,429.409276,427.394724,Not Available
HMDB00430 ," 24,25-Dihydroxyvitamin D ", C27H44O3,416.329,417.336276,415.321724,Blood
HMDB06228 , 24-Hydroxycalcitriol , C27H44O4,432.324,433.331276,431.316724,Not Available
HMDB01419 , 24-Hydroxycholesterol , C27H46O2,402.35,403.357276,401.342724,Blood; Cerebrospinal Fluid
HMDB06849 , 24-Methylenecholesterol , C28H46O,398.355,399.362276,397.347724,Not Available
HMDB06846 , 24-Methylenelophenol , C29H48O,412.371,413.378276,411.363724,Not Available
HMDB06226 ," 24R,25-Dihydroxyvitamin D3 ", C27H44O3,416.329,417.336276,415.321724,Not Available
HMDB01420 ," 25,26-dihydroxyvitamin D ", C27H44O3,416.329,417.336276,415.321724,Blood
HMDB01028 , 25-Azacholesterol , C26H45NO,387.35,388.357276,386.342724,Not Available
HMDB06247 , 25-Hydroxycholesterol , C27H46O2,402.35,403.357276,401.342724,Not Available
HMDB06722 , 25-Hydroxytachysterol3 , C27H44O2,400.334,401.341276,399.326724,Not Available
HMDB01438 , 25-Hydroxyvitamin D2 , C28H44O2,412.334,413.341276,411.326724,Blood; Urine
HMDB10360 , 25-Hydroxyvitamin D2 25-(beta-glucuronide) , C34H52O8,588.366,589.373276,587.358724,Not Available
HMDB10342 , 25-Hydroxyvitamin D2-25-glucuronide , C34H52O8,588.366,589.373276,587.358724,Not Available
HMDB01231 , 27-Deoxy-5b-cyprinol , C27H48O4,436.355,437.362276,435.347724,Not Available
HMDB02103 , 27-Hydroxycholesterol , C27H46O2,402.35,403.357276,401.342724,Blood; Cerebrospinal Fluid
HMDB02126 ," 27-Nor-5b-cholestane-3a,7a,12a,24,25-pentol ", C26H46O5,438.335,439.342276,437.327724,Not Available
HMDB02157 , 27-Norcholestanehexol , C26H46O6,454.329,455.336276,453.321724,Not Available
HMDB05817 , 2-Acetamido-2-deoxy-6-O-a-L-fucopyranosyl-D-glucose , C14H25NO10,367.148,368.155276,366.140724,Not Available
HMDB06833 , 2-Acetolactate , C5H8O4,132.042,133.049276,131.034724,Not Available
HMDB01330 , 2-Amino-3-carboxymuconic acid semialdehyde , C7H7NO5,185.032,186.039276,184.024724,Not Available
HMDB00370 , 2-Amino-3-phosphonopropionic acid , C3H8NO5P,169.014,170.021276,168.006724,Not Available
HMDB12143 ," 2-Amino-4-oxo-4-alpha-hydroxy-6-(erythro-1',2',3'-trihydroxypropyl)-5,6,7,8-tetrahydroxypterin ", C9H15N5O8,321.092,322.099276,320.084724,Not Available
HMDB12144 ," 2-Amino-4-oxo-6-(1',2',3'-trihydroxypropyl)-diquinoid-7,8-dihydroxypterin ", C9H15N5O6,289.102,290.109276,288.094724,Not Available
HMDB01410 ," 2-Amino-4-oxo-6-(1',2'-dioxoprolyl)-7,8-dihydroxypteridine ", C9H9N5O5,267.06,268.067276,266.052724,Not Available
HMDB03609 , 2-Aminoacrylic acid , C3H5NO2,87.032,88.039276,86.024724,Not Available
HMDB01123 , 2-Aminobenzoic acid , C7H7NO2,137.048,138.055276,136.040724,Blood; Cerebrospinal Fluid; Urine
HMDB01906 , 2-Aminoisobutyric acid , C4H9NO2,103.063,104.070276,102.055724,Blood
HMDB01241 , 2-Aminomuconic acid , C6H7NO4,157.038,158.045276,156.030724,Not Available
HMDB01280 , 2-Aminomuconic acid semialdehyde , C6H7NO3,141.043,142.050276,140.035724,Not Available
HMDB04666 , 2-Arachidonylglycerol , C23H38O4,378.277,379.284276,377.269724,Not Available
HMDB00316 ," 2b,3a,7a,12a-Tetrahydroxy-5b-cholanoic acid ", C24H40O6,424.283,425.290276,423.275724,Not Available
